,text,label
4670,So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .,0
4671,Reeks of rot and hack work from start to finish .,2
4672,An exhausting family drama about a porcelain empire and just as hard a flick as its subject matter .,2
4673,Woody Allen has really found his groove these days .,4
4674,The problem is that it is one that allows him to churn out one mediocre movie after another .,0
4675,"The bland outweighs the nifty , and Cletis Tout never becomes the clever crime comedy it thinks it is .",2
4676,It 's such a mechanical endeavor ( that ) it never bothers to question why somebody might devote time to see it .,1
4677,"The art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack .",4
4678,"If the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .",1
4679,"Ultimately , in the history of the Academy , people may be wondering what all that jazz was about `` Chicago '' in 2002 .",1
4680,Zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a,1
4681,A seriously bad film with seriously warped logic by writer-director Kurt Wimmer at the screenplay level .,1
4682,"A pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .",1
4683,"Its plot and animation offer daytime TV serviceability , but little more .",1
4684,"A tired , unimaginative and derivative variation of that already-shallow genre .",1
4685,"Human Nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart .",1
4686,A film with a great premise but only a great premise .,3
4687,Instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence .,1
4688,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other .,0
4689,"( Kirshner wins , but it 's close . )",2
4690,A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .,0
4691,"What started out as a taut contest of wills between Bacon and Theron , deteriorates into a protracted and borderline silly chase sequence .",2
4692,( Sam 's ) self-flagellation is more depressing than entertaining .,0
4693,"An ugly , pointless , stupid movie .",0
4694,"Simply put , there should have been a more compelling excuse to pair Susan Sarandon and Goldie Hawn .",1
4695,The Master of Disguise represents Adam Sandler 's latest attempt to dumb down the universe .,1
4696,"This is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",0
4697,Too silly to take seriously .,1
4698,"The inevitable double - and triple-crosses arise , but the only drama is in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line .",2
4699,"Everything 's serious , poetic , earnest and -- sadly -- dull .",1
4700,I like it .,3
4701,"No , I hate it .",0
4702,"No , I love it ... hell , I dunno .",3
4703,This mess of a movie is nothing short of a travesty of a transvestite comedy .,0
4704,"It 's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long .",0
4705,A fifty car pileup of cliches .,0
4706,"It 's a stale , overused cocktail using the same olives since 1962 as garnish .",0
4707,"Not only is entry number twenty the worst of the Brosnan bunch , it 's one of the worst of the entire franchise .",0
4708,What ultimately makes Windtalkers a disappointment is the superficial way it deals with its story .,0
4709,"As an actor 's showcase , Hart 's War has much to recommend it , even if the top-billed Willis is not the most impressive player .",3
4710,"As a story of dramatic enlightenment , the screenplay by Billy Ray and Terry George leaves something to be desired .",1
4711,"A non-Britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .",1
4712,It 's not hateful .,2
4713,"It 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .",0
4714,Possibly not since Grumpy Old Men have I heard a film so solidly connect with one demographic while striking out with another .,2
4715,"The drama was so uninspiring that even a story immersed in love , lust , and sin could n't keep my attention .",0
4716,A rather tired exercise in nostalgia .,1
4717,"The misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten .",0
4718,"Some Body often looks like an episode of the TV show Blind Date , only less technically proficient and without the pop-up comments .",1
4719,"Bad Company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them .",1
4720,Predecessors The Mummy and The Mummy Returns stand as intellectual masterpieces next to The Scorpion King .,1
4721,"A markedly inactive film , City is conversational bordering on confessional .",0
4722,"While kids will probably eat the whole thing up , most adults will be way ahead of the plot .",2
4723,"Despite an impressive roster of stars and direction from Kathryn Bigelow , The Weight of Water is oppressively heavy .",1
4724,We 've liked Klein 's other work but Rollerball left us cold .,0
4725,"They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .",0
4726,They were right .,2
4727,"It would be churlish to begrudge anyone for receiving whatever consolation that can be found in Dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction .",0
4728,"Offers no new insight on the matter , nor do its characters exactly spring to life .",0
4729,"Nohe has made a decent ` intro ' documentary , but he feels like a spectator and not a participant .",1
4730,"Apparently designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it .",1
4731,"A 94-minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .",0
4732,"Guy gets girl , guy loses girl , audience falls asleep .",0
4733,"Too ordinary to restore ( Harmon ) to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience .",2
4734,Stirs potentially enticing ingredients into an uneasy blend of Ghost and Close Encounters of the Third Kind .,2
